name,images,Roll_num,Reg_num,ex_atn,DAA,SEPM,DL,NLP,CN,APT,EEIM,MP,DAA_PR,DL_PR,NLP_PR
Mary_Robinson,1.0,M943,22ACSE9381879,0,0,0,0,0,0,0,0,0,0,0,0
Mary_Sue_Coleman,1.0,M944,22ACSE5847889,0,0,0,0,0,0,0,0,0,0,0,0
Masao_Azuma,1.0,M945,22ACSE6582372,0,0,0,0,0,0,0,0,0,0,0,0
Masatoshi_Koshiba,1.0,M946,22ACSE8424227,0,0,0,0,0,0,0,0,0,0,0,0
Masja_Juel,1.0,M947,22ACSE5921844,0,0,0,0,0,0,0,0,0,0,0,0
McGuire_Gibson,1.0,M948,22ACSE9898545,0,0,0,0,0,0,0,0,0,0,0,0
Mehdi_Baala,1.0,M949,22ACSE5240313,0,0,0,0,0,0,0,0,0,0,0,0
Melinda_Czink,1.0,M950,22ACSE2224460,0,0,0,0,0,0,0,0,0,0,0,0
Melissa_Etheridge,2.0,M951,22ACSE4015067,0,0,0,0,0,0,0,0,0,0,0,0
Melissa_Joan_Hart,1.0,M952,22ACSE8902425,0,0,0,0,0,0,0,0,0,0,0,0
Mia_Mottley,1.0,M953,22ACSE1186531,0,0,0,0,0,0,0,0,0,0,0,0
Michael_Brandon,1.0,M954,22ACSE1158046,0,0,0,0,0,0,0,0,0,0,0,0
Michael_Fitzgerald,1.0,M955,22ACSE3961587,0,0,0,0,0,0,0,0,0,0,0,0
Michael_Jordan,4.0,M956,22ACSE8514271,0,0,0,0,0,0,0,0,0,0,0,0
Michael_Piuze,1.0,M957,22ACSE7353804,0,0,0,0,0,0,0,0,0,0,0,0
Michael_Shelby,1.0,M958,22ACSE4692877,0,0,0,0,0,0,0,0,0,0,0,0
Michel_Charles_Chretien,1.0,M959,22ACSE9428999,0,0,0,0,0,0,0,0,0,0,0,0
Michel_Kratochvil,1.0,M960,22ACSE8308582,0,0,0,0,0,0,0,0,0,0,0,0
Mika_Hakkinen,1.0,M961,22ACSE8536614,0,0,0,0,0,0,0,0,0,0,0,0
Mike_Carona,1.0,M962,22ACSE7614434,0,0,0,0,0,0,0,0,0,0,0,0
Mike_Eskew,1.0,M963,22ACSE6362458,0,0,0,0,0,0,0,0,0,0,0,0
Mike_Maroth,1.0,M964,22ACSE5050491,0,0,0,0,0,0,0,0,0,0,0,0
Mike_OConnell,1.0,M965,22ACSE9811190,0,0,0,0,0,0,0,0,0,0,0,0
Mike_Richter,1.0,M966,22ACSE5157236,0,0,0,0,0,0,0,0,0,0,0,0
Mike_Sherman,1.0,M967,22ACSE4134562,0,0,0,0,0,0,0,0,0,0,0,0
Mike_Slive,1.0,M968,22ACSE7677013,0,0,0,0,0,0,0,0,0,0,0,0
Mike_Smith,1.0,M969,22ACSE2271079,0,0,0,0,0,0,0,0,0,0,0,0
Mike_Szymanczyk,1.0,M970,22ACSE5356953,0,0,0,0,0,0,0,0,0,0,0,0
Mikhail_Kalashnikov,1.0,M971,22ACSE8359311,0,0,0,0,0,0,0,0,0,0,0,0
Mikhail_Youzhny,3.0,M972,22ACSE3910362,0,0,0,0,0,0,0,0,0,0,0,0
Milt_Heflin,1.0,M973,22ACSE9116404,0,0,0,0,0,0,0,0,0,0,0,0
Mirela_Manjani,1.0,M974,22ACSE5320291,0,0,0,0,0,0,0,0,0,0,0,0
Mitar_Rasevic,1.0,M975,22ACSE7270154,0,0,0,0,0,0,0,0,0,0,0,0
Mitchell_Daniels,4.0,M976,22ACSE4117807,0,0,0,0,0,0,0,0,0,0,0,0
Mohammad_Fares,1.0,M977,22ACSE3583428,0,0,0,0,0,0,0,0,0,0,0,0
Mohammad_Khatami,10.0,M978,22ACSE2124823,0,0,0,0,0,0,0,0,0,0,0,0
Mohammed_Abu_Sharia,1.0,M979,22ACSE9969862,0,0,0,0,0,0,0,0,0,0,0,0
Mona_Ayoub,1.0,M980,22ACSE4207905,0,0,0,0,0,0,0,0,0,0,0,0
Monica_Vergara,1.0,M981,22ACSE3365132,0,0,0,0,0,0,0,0,0,0,0,0
Monique_Garbrecht-Enfeldt,3.0,M982,22ACSE2933284,0,0,0,0,0,0,0,0,0,0,0,0
Muwafak_al-Ani,1.0,M983,22ACSE4302492,0,0,0,0,0,0,0,0,0,0,0,0
Nadia_Forte,1.0,M984,22ACSE6566963,0,0,0,0,0,0,0,0,0,0,0,0
Nancy_Powell,1.0,M985,22ACSE2880121,0,0,0,0,0,0,0,0,0,0,0,0
Naomi_Bronstein,1.0,M986,22ACSE6672975,0,0,0,0,0,0,0,0,0,0,0,0
Natalie_Maines,5.0,M987,22ACSE9703745,0,0,0,0,0,0,0,0,0,0,0,0
Nelson_Acosta,1.0,M988,22ACSE1537805,0,0,0,0,0,0,0,0,0,0,0,0
Nelson_Mandela,4.0,M989,22ACSE2324635,0,0,0,0,0,0,0,0,0,0,0,0
Nicholoas_DiMarzio,1.0,M990,22ACSE1443479,0,0,0,0,0,0,0,0,0,0,0,0
Nicola_Wells,1.0,M991,22ACSE2551135,0,0,0,0,0,0,0,0,0,0,0,0
Nicoletta_Braschi,1.0,M992,22ACSE8116753,0,0,0,0,0,0,0,0,0,0,0,0
Nikki_McKibbin,1.0,M993,22ACSE3065094,0,0,0,0,0,0,0,0,0,0,0,0
Nila_Ferran,1.0,M994,22ACSE5596522,0,0,0,0,0,0,0,0,0,0,0,0
Norodom_Chakrapong,1.0,M995,22ACSE5663475,0,0,0,0,0,0,0,0,0,0,0,0
Norodom_Sihanouk,3.0,M996,22ACSE5146771,0,0,0,0,0,0,0,0,0,0,0,0
Olene_Walker,1.0,M997,22ACSE9429685,0,0,0,0,0,0,0,0,0,0,0,0
Omar_el-Heib,1.0,M998,22ACSE4506053,0,0,0,0,0,0,0,0,0,0,0,0
Osama_Al_Baz,1.0,M999,22ACSE6700291,0,0,0,0,0,0,0,0,0,0,0,0
Osama_bin_Laden,4.0,M1000,22ACSE5136715,0,0,0,0,0,0,0,0,0,0,0,0
Otto_Schily,1.0,M1001,22ACSE8097765,0,0,0,0,0,0,0,0,0,0,0,0
Owen_Wilson,2.0,M1002,22ACSE3362762,0,0,0,0,0,0,0,0,0,0,0,0
Oxana_Fedorova,4.0,M1003,22ACSE5608208,0,0,0,0,0,0,0,0,0,0,0,0
Paige_Fitzgerald,1.0,M1004,22ACSE3038705,0,0,0,0,0,0,0,0,0,0,0,0
Patricia_Johnson,1.0,M1005,22ACSE2481496,0,0,0,0,0,0,0,0,0,0,0,0
Patricia_Phillips,1.0,M1006,22ACSE2859719,0,0,0,0,0,0,0,0,0,0,0,0
Patricia_Wartusch,1.0,M1007,22ACSE7724700,0,0,0,0,0,0,0,0,0,0,0,0
Patrick_Coleman,1.0,M1008,22ACSE4653128,0,0,0,0,0,0,0,0,0,0,0,0
Patrick_Kron,1.0,M1009,22ACSE2154957,0,0,0,0,0,0,0,0,0,0,0,0
Paul_LeClerc,1.0,M1010,22ACSE9872148,0,0,0,0,0,0,0,0,0,0,0,0
Paula_Locke,1.0,M1011,22ACSE3857752,0,0,0,0,0,0,0,0,0,0,0,0
Pedro_Velasquez,1.0,M1012,22ACSE7116914,0,0,0,0,0,0,0,0,0,0,0,0
Perry_Farrell,1.0,M1013,22ACSE5767356,0,0,0,0,0,0,0,0,0,0,0,0
Peter_Bacanovic,2.0,M1014,22ACSE8384393,0,0,0,0,0,0,0,0,0,0,0,0
Peter_Gilmour,1.0,M1015,22ACSE9464899,0,0,0,0,0,0,0,0,0,0,0,0
Philip_Murtaugh,1.0,M1016,22ACSE9501557,0,0,0,0,0,0,0,0,0,0,0,0
Philippe_Noiret,2.0,M1017,22ACSE1867374,0,0,0,0,0,0,0,0,0,0,0,0
Pier_Ferdinando_Casini,1.0,M1018,22ACSE5589574,0,0,0,0,0,0,0,0,0,0,0,0
Pinar_del_Rio,1.0,M1019,22ACSE5847867,0,0,0,0,0,0,0,0,0,0,0,0
Placido_Domingo,3.0,M1020,22ACSE4117957,0,0,0,0,0,0,0,0,0,0,0,0
Prince_William,2.0,M1021,22ACSE6475255,0,0,0,0,0,0,0,0,0,0,0,0
Princess_Aiko,2.0,M1022,22ACSE4336529,0,0,0,0,0,0,0,0,0,0,0,0
Priscilla_Presley,2.0,M1023,22ACSE4914356,0,0,0,0,0,0,0,0,0,0,0,0
Qusai_Hussein,1.0,M1024,22ACSE4565015,0,0,0,0,0,0,0,0,0,0,0,0
Raaf_Schefter,1.0,M1025,22ACSE2091952,0,0,0,0,0,0,0,0,0,0,0,0
Raja_Qureshi,1.0,M1026,22ACSE3703174,0,0,0,0,0,0,0,0,0,0,0,0
Ramona_Rispton,1.0,M1027,22ACSE2799684,0,0,0,0,0,0,0,0,0,0,0,0
Ratna_Sari_Dewi_Sukarno,1.0,M1028,22ACSE6665506,0,0,0,0,0,0,0,0,0,0,0,0
Raul_Castaneda,1.0,M1029,22ACSE6147436,0,0,0,0,0,0,0,0,0,0,0,0
Raul_Cubas,1.0,M1030,22ACSE2779304,0,0,0,0,0,0,0,0,0,0,0,0
Raul_Rivero,1.0,M1031,22ACSE9753000,0,0,0,0,0,0,0,0,0,0,0,0
Ray_Halbritter,1.0,M1032,22ACSE7024966,0,0,0,0,0,0,0,0,0,0,0,0
Richard_Carl,1.0,M1033,22ACSE4528670,0,0,0,0,0,0,0,0,0,0,0,0
Richard_Cohen,1.0,M1034,22ACSE6166405,0,0,0,0,0,0,0,0,0,0,0,0
Richard_Haass,2.0,M1035,22ACSE1247302,0,0,0,0,0,0,0,0,0,0,0,0
Richard_Hamilton,1.0,M1036,22ACSE7683275,0,0,0,0,0,0,0,0,0,0,0,0
Richard_Lugar,1.0,M1037,22ACSE3681261,0,0,0,0,0,0,0,0,0,0,0,0
Richard_Parsons,1.0,M1038,22ACSE2501594,0,0,0,0,0,0,0,0,0,0,0,0
Richard_Perle,1.0,M1039,22ACSE5535887,0,0,0,0,0,0,0,0,0,0,0,0
Richard_Shelby,2.0,M1040,22ACSE7447415,0,0,0,0,0,0,0,0,0,0,0,0
Richard_Sterner,1.0,M1041,22ACSE2366509,0,0,0,0,0,0,0,0,0,0,0,0
Richard_Tubb,1.0,M1042,22ACSE1788837,0,0,0,0,0,0,0,0,0,0,0,0
Rick_Barnes,3.0,M1043,22ACSE2782115,0,0,0,0,0,0,0,0,0,0,0,0
Rick_Dinse,3.0,M1044,22ACSE7610044,0,0,0,0,0,0,0,0,0,0,0,0
Rick_Rickert,1.0,M1045,22ACSE9257539,0,0,0,0,0,0,0,0,0,0,0,0
Rio_Ferdinand,2.0,M1046,22ACSE9636975,0,0,0,0,0,0,0,0,0,0,0,0
Rita_Grande,3.0,M1047,22ACSE8696815,0,0,0,0,0,0,0,0,0,0,0,0
Robert_Korzeniowski,1.0,M1048,22ACSE4754450,0,0,0,0,0,0,0,0,0,0,0,0
Roberto_Cercelletta,1.0,M1049,22ACSE5424642,0,0,0,0,0,0,0,0,0,0,0,0
Roberto_Lavagna,1.0,M1050,22ACSE3451542,0,0,0,0,0,0,0,0,0,0,0,0
Robin_Johansen,1.0,M1051,22ACSE6343341,0,0,0,0,0,0,0,0,0,0,0,0
Robin_McGraw,1.0,M1052,22ACSE4482465,0,0,0,0,0,0,0,0,0,0,0,0
Robin_McLaurin_Williams,2.0,M1053,22ACSE4721421,0,0,0,0,0,0,0,0,0,0,0,0
Robin_Tunney,1.0,M1054,22ACSE2410892,0,0,0,0,0,0,0,0,0,0,0,0
Rod_Jong-il,1.0,M1055,22ACSE2974927,0,0,0,0,0,0,0,0,0,0,0,0
Rod_Stewart,3.0,M1056,22ACSE8509729,0,0,0,0,0,0,0,0,0,0,0,0
Rodolfo_Abalos,1.0,M1057,22ACSE1718984,0,0,0,0,0,0,0,0,0,0,0,0
Roger_Penske,1.0,M1058,22ACSE8729082,0,0,0,0,0,0,0,0,0,0,0,0
Rollie_Massimino,1.0,M1059,22ACSE4119874,0,0,0,0,0,0,0,0,0,0,0,0
Roman_Tam,1.0,M1060,22ACSE3443221,0,0,0,0,0,0,0,0,0,0,0,0
Romario_Farias,1.0,M1061,22ACSE3746181,0,0,0,0,0,0,0,0,0,0,0,0
Ronde_Barber,1.0,M1062,22ACSE4872590,0,0,0,0,0,0,0,0,0,0,0,0
Rosalyn_Carter,1.0,M1063,22ACSE4614429,0,0,0,0,0,0,0,0,0,0,0,0
Russell_Crowe,2.0,M1064,22ACSE3433177,0,0,0,0,0,0,0,0,0,0,0,0
Ryan_Leaf,1.0,M1065,22ACSE5656975,0,0,0,0,0,0,0,0,0,0,0,0
S_Jayakumar,2.0,M1066,22ACSE6576355,0,0,0,0,0,0,0,0,0,0,0,0
Sachin_Tendulkar,1.0,M1067,22ACSE7033850,0,0,0,0,0,0,0,0,0,0,0,0
Saddam_Hussein,23.0,M1068,22ACSE9879889,0,0,0,0,0,0,0,0,0,0,0,0
Sally_Field,4.0,M1069,22ACSE1302874,0,0,0,0,0,0,0,0,0,0,0,0
Salma_Hayek,13.0,M1070,22ACSE3909482,0,0,0,0,0,0,0,0,0,0,0,0
Sandra_Bullock,4.0,M1071,22ACSE6785503,0,0,0,0,0,0,0,0,0,0,0,0
Sandra_Day_OConner,1.0,M1072,22ACSE1990860,0,0,0,0,0,0,0,0,0,0,0,0
Sanjay_Chawla,1.0,M1073,22ACSE4395052,0,0,0,0,0,0,0,0,0,0,0,0
Sarah_Hughes,6.0,M1074,22ACSE8208668,0,0,0,0,0,0,0,0,0,0,0,0
Scott_Blum,1.0,M1075,22ACSE7760894,0,0,0,0,0,0,0,0,0,0,0,0
Scott_Gorelick,1.0,M1076,22ACSE5348846,0,0,0,0,0,0,0,0,0,0,0,0
Scott_Hoch,1.0,M1077,22ACSE9331244,0,0,0,0,0,0,0,0,0,0,0,0
Serge_Tchuruk,1.0,M1078,22ACSE9264378,0,0,0,0,0,0,0,0,0,0,0,0
Sergei_Yastrzhembsky,1.0,M1079,22ACSE6387978,0,0,0,0,0,0,0,0,0,0,0,0
Sergei_Yushenkov,1.0,M1080,22ACSE9532452,0,0,0,0,0,0,0,0,0,0,0,0
Seymour_Cassell,1.0,M1081,22ACSE2098679,0,0,0,0,0,0,0,0,0,0,0,0
Shane_Hmiel,1.0,M1082,22ACSE4740697,0,0,0,0,0,0,0,0,0,0,0,0
Sharon_Frey,2.0,M1083,22ACSE7238602,0,0,0,0,0,0,0,0,0,0,0,0
Shaun_Rusling,1.0,M1084,22ACSE1164652,0,0,0,0,0,0,0,0,0,0,0,0
Shavon_Earp,1.0,M1085,22ACSE3418173,0,0,0,0,0,0,0,0,0,0,0,0
Sheldon_Silver,1.0,M1086,22ACSE1620081,0,0,0,0,0,0,0,0,0,0,0,0
Silvio_Berlusconi,33.0,M1087,22ACSE4060799,0,0,0,0,0,0,0,0,0,0,0,0
Soenarno,1.0,M1088,22ACSE4569620,0,0,0,0,0,0,0,0,0,0,0,0
Solomon_Passy,1.0,M1089,22ACSE2756434,0,0,0,0,0,0,0,0,0,0,0,0
Sophie,1.0,M1090,22ACSE6783799,0,0,0,0,0,0,0,0,0,0,0,0
Spencer_Abraham,17.0,M1091,22ACSE8945555,0,0,0,0,0,0,0,0,0,0,0,0
Stacey_Yamaguchi,1.0,M1092,22ACSE4161199,0,0,0,0,0,0,0,0,0,0,0,0
Steffi_Graf,5.0,M1093,22ACSE1251302,0,0,0,0,0,0,0,0,0,0,0,0
Stephane_Delajoux,1.0,M1094,22ACSE3608862,0,0,0,0,0,0,0,0,0,0,0,0
Stephanie_Zimbalist,1.0,M1095,22ACSE2066165,0,0,0,0,0,0,0,0,0,0,0,0
Stephen_Glassroth,1.0,M1096,22ACSE1543234,0,0,0,0,0,0,0,0,0,0,0,0
Stephen_Swindal,1.0,M1097,22ACSE9870545,0,0,0,0,0,0,0,0,0,0,0,0
Steve_Avery,1.0,M1098,22ACSE3243502,0,0,0,0,0,0,0,0,0,0,0,0
Steve_Case,1.0,M1099,22ACSE4959372,0,0,0,0,0,0,0,0,0,0,0,0
Steven_Spielberg,7.0,M1100,22ACSE3202638,0,0,0,0,0,0,0,0,0,0,0,0
Steven_Tyler,1.0,M1101,22ACSE2077033,0,0,0,0,0,0,0,0,0,0,0,0
Sue_Grafton,1.0,M1102,22ACSE6652212,0,0,0,0,0,0,0,0,0,0,0,0
Supachai_Panitchpakdi,1.0,M1103,22ACSE7782389,0,0,0,0,0,0,0,0,0,0,0,0
Sven_Ottke,1.0,M1104,22ACSE8460704,0,0,0,0,0,0,0,0,0,0,0,0
Svetislav_Pesic,1.0,M1105,22ACSE7224446,0,0,0,0,0,0,0,0,0,0,0,0
TA_McLendon,1.0,M1106,22ACSE1610140,0,0,0,0,0,0,0,0,0,0,0,0
Takahiro_Mori,1.0,M1107,22ACSE8592012,0,0,0,0,0,0,0,0,0,0,0,0
Takashi_Yamamoto,1.0,M1108,22ACSE3880448,0,0,0,0,0,0,0,0,0,0,0,0
Takeo_Fukui,1.0,M1109,22ACSE5355348,0,0,0,0,0,0,0,0,0,0,0,0
Tatiana_Gratcheva,1.0,M1110,22ACSE7241430,0,0,0,0,0,0,0,0,0,0,0,0
Tatiana_Panova,1.0,M1111,22ACSE1195323,0,0,0,0,0,0,0,0,0,0,0,0
Tatsuya_Fuji,1.0,M1112,22ACSE6821995,0,0,0,0,0,0,0,0,0,0,0,0
Ted_Costa,1.0,M1113,22ACSE5920812,0,0,0,0,0,0,0,0,0,0,0,0
Ted_Maher,2.0,M1114,22ACSE1607492,0,0,0,0,0,0,0,0,0,0,0,0
Teri_Files,1.0,M1115,22ACSE6779968,0,0,0,0,0,0,0,0,0,0,0,0
Teri_ORourke,1.0,M1116,22ACSE5177063,0,0,0,0,0,0,0,0,0,0,0,0
Terry_Hoeppner,1.0,M1117,22ACSE9901872,0,0,0,0,0,0,0,0,0,0,0,0
Terunobu_Maeda,1.0,M1118,22ACSE2107119,0,0,0,0,0,0,0,0,0,0,0,0
Theresa_May,3.0,M1119,22ACSE2165752,0,0,0,0,0,0,0,0,0,0,0,0
Thierry_Falise,3.0,M1120,22ACSE9232224,0,0,0,0,0,0,0,0,0,0,0,0
Thomas_Stewart,1.0,M1121,22ACSE8656202,0,0,0,0,0,0,0,0,0,0,0,0
Thor_Pedersen,1.0,M1122,22ACSE1113597,0,0,0,0,0,0,0,0,0,0,0,0
Tim_Lopes,1.0,M1123,22ACSE2573259,0,0,0,0,0,0,0,0,0,0,0,0
Tippi_Hedren,2.0,M1124,22ACSE3041986,0,0,0,0,0,0,0,0,0,0,0,0
Todd_Haynes,4.0,M1125,22ACSE2383996,0,0,0,0,0,0,0,0,0,0,0,0
Tom_Christerson,1.0,M1126,22ACSE6355494,0,0,0,0,0,0,0,0,0,0,0,0
Tom_DeLay,1.0,M1127,22ACSE5745188,0,0,0,0,0,0,0,0,0,0,0,0
Tom_Kelly,1.0,M1128,22ACSE9223452,0,0,0,0,0,0,0,0,0,0,0,0
Tommy_Maddox,1.0,M1129,22ACSE6531932,0,0,0,0,0,0,0,0,0,0,0,0
Tony_Blair,144.0,M1130,22ACSE3494258,0,0,0,0,0,0,0,0,0,0,0,0
Toshimitsu_Motegi,1.0,M1131,22ACSE4706762,0,0,0,0,0,0,0,0,0,0,0,0
Tristan_Gretzky,1.0,M1132,22ACSE1182544,0,0,0,0,0,0,0,0,0,0,0,0
Tzipora_Obziler,1.0,M1133,22ACSE2373339,0,0,0,0,0,0,0,0,0,0,0,0
Van_Hilley,1.0,M1134,22ACSE4277539,0,0,0,0,0,0,0,0,0,0,0,0
Vicente_Fox,32.0,M1135,22ACSE2802214,0,0,0,0,0,0,0,0,0,0,0,0
Vincent_Sombrotto,1.0,M1136,22ACSE6179375,0,0,0,0,0,0,0,0,0,0,0,0
Vojislav_Kostunica,7.0,M1137,22ACSE1004190,0,0,0,0,0,0,0,0,0,0,0,0
Walter_Annenberg,1.0,M1138,22ACSE8823273,0,0,0,0,0,0,0,0,0,0,0,0
Walter_Mondale,10.0,M1139,22ACSE1703558,0,0,0,0,0,0,0,0,0,0,0,0
Wanda_Ilene_Barzee,1.0,M1140,22ACSE4997102,0,0,0,0,0,0,0,0,0,0,0,0
Wang_Yingfan,3.0,M1141,22ACSE1520236,0,0,0,0,0,0,0,0,0,0,0,0
Ward_Cuff,1.0,M1142,22ACSE8330232,0,0,0,0,0,0,0,0,0,0,0,0
Wayne_Allard,1.0,M1143,22ACSE9360148,0,0,0,0,0,0,0,0,0,0,0,0
Werner_Schlager,1.0,M1144,22ACSE8055993,0,0,0,0,0,0,0,0,0,0,0,0
William_Bratton,3.0,M1145,22ACSE8606478,0,0,0,0,0,0,0,0,0,0,0,0
William_Donaldson,7.0,M1146,22ACSE7012018,0,0,0,0,0,0,0,0,0,0,0,0
Willie_Wilson,1.0,M1147,22ACSE8347067,0,0,0,0,0,0,0,0,0,0,0,0
Wilma_McNabb,1.0,M1148,22ACSE6298538,0,0,0,0,0,0,0,0,0,0,0,0
Woodrow_Stanley,1.0,M1149,22ACSE5644929,0,0,0,0,0,0,0,0,0,0,0,0
Xavier_Malisse,5.0,M1150,22ACSE4144074,0,0,0,0,0,0,0,0,0,0,0,0
Yang_Hee_Kim,1.0,M1151,22ACSE9785972,0,0,0,0,0,0,0,0,0,0,0,0
Yevgeny_Kafelnikov,4.0,M1152,22ACSE6211663,0,0,0,0,0,0,0,0,0,0,0,0
Yogi_Berra,1.0,M1153,22ACSE8626872,0,0,0,0,0,0,0,0,0,0,0,0
Yusaku_Miyazato,1.0,M1154,22ACSE5552046,0,0,0,0,0,0,0,0,0,0,0,0
Zalmay_Khalilzad,1.0,M1155,22ACSE5359283,0,0,0,0,0,0,0,0,0,0,0,0
Zarai_Toledo,2.0,M1156,22ACSE3336082,0,0,0,0,0,0,0,0,0,0,0,0
Zeng_Qinghong,1.0,M1157,22ACSE7010987,0,0,0,0,0,0,0,0,0,0,0,0
,,M1158,22ACSE5064914,0,0,0,0,0,0,0,0,0,0,0,0
Aaron_Sorkin,2.0,M1159,22ACSE8608707,0,0,0,0,0,0,0,0,0,0,0,0
Abbas_Kiarostami,1.0,M1160,22ACSE8933593,0,0,0,0,0,0,0,0,0,0,0,0
Abdullah,4.0,M1161,22ACSE4091516,0,0,0,0,0,0,0,0,0,0,0,0
Abel_Aguilar,1.0,M1162,22ACSE6622722,0,0,0,0,0,0,0,0,0,0,0,0
Abid_Hamid_Mahmud_Al-Tikriti,3.0,M1163,22ACSE9546232,0,0,0,0,0,0,0,0,0,0,0,0
Adam_Freier,1.0,M1164,22ACSE4673409,0,0,0,0,0,0,0,0,0,0,0,0
Adam_Herbert,1.0,M1165,22ACSE6743928,0,0,0,0,0,0,0,0,0,0,0,0
Adelina_Avila,1.0,M1166,22ACSE4361871,0,0,0,0,0,0,0,0,0,0,0,0
Agnes_Bruckner,1.0,M1167,22ACSE4822161,0,0,0,0,0,0,0,0,0,0,0,0
Ainsworth_Dyer,1.0,M1168,22ACSE2426313,0,0,0,0,0,0,0,0,0,0,0,0
Alan_Ball,2.0,M1169,22ACSE5918998,0,0,0,0,0,0,0,0,0,0,0,0
Alan_Jackson,1.0,M1170,22ACSE4143554,0,0,0,0,0,0,0,0,0,0,0,0
Albert_Costa,6.0,M1171,22ACSE5670449,0,0,0,0,0,0,0,0,0,0,0,0
Albert_Pujols,1.0,M1172,22ACSE9339219,0,0,0,0,0,0,0,0,0,0,0,0
Alberta_Lee,1.0,M1173,22ACSE2828085,0,0,0,0,0,0,0,0,0,0,0,0
Alex_Popov,1.0,M1174,22ACSE9565827,0,0,0,0,0,0,0,0,0,0,0,0
Ali_Khamenei,3.0,M1175,22ACSE2890167,0,0,0,0,0,0,0,0,0,0,0,0
Amelia_Vega,7.0,M1176,22ACSE5506946,0,0,0,0,0,0,0,0,0,0,0,0
Amy_Pascal,1.0,M1177,22ACSE5615102,0,0,0,0,0,0,0,0,0,0,0,0
Amy_Redford,1.0,M1178,22ACSE3576560,0,0,0,0,0,0,0,0,0,0,0,0
Ana_Paula_Gerard,1.0,M1179,22ACSE4722365,0,0,0,0,0,0,0,0,0,0,0,0
Anderson_Varejao,1.0,M1180,22ACSE5438975,0,0,0,0,0,0,0,0,0,0,0,0
Andrei_Nikolishin,1.0,M1181,22ACSE7279434,0,0,0,0,0,0,0,0,0,0,0,0
Andrew_Bernard,1.0,M1182,22ACSE3576509,0,0,0,0,0,0,0,0,0,0,0,0
Andrew_Fastow,1.0,M1183,22ACSE1384060,0,0,0,0,0,0,0,0,0,0,0,0
Andrew_Luster,1.0,M1184,22ACSE2327904,0,0,0,0,0,0,0,0,0,0,0,0
Angelica_Romero,1.0,M1185,22ACSE6794206,0,0,0,0,0,0,0,0,0,0,0,0
Anita_DeFrantz,1.0,M1186,22ACSE5947592,0,0,0,0,0,0,0,0,0,0,0,0
Anjum_Hussain,1.0,M1187,22ACSE1918991,0,0,0,0,0,0,0,0,0,0,0,0
Anna_Chicherova,1.0,M1188,22ACSE7590279,0,0,0,0,0,0,0,0,0,0,0,0
Anne_Cavers,1.0,M1189,22ACSE5728917,0,0,0,0,0,0,0,0,0,0,0,0
Anthony_Hazen,1.0,M1190,22ACSE1941791,0,0,0,0,0,0,0,0,0,0,0,0
Anthony_Pisciotti,1.0,M1191,22ACSE7137066,0,0,0,0,0,0,0,0,0,0,0,0
Anthony_Principi,1.0,M1192,22ACSE4975045,0,0,0,0,0,0,0,0,0,0,0,0
Anthony_Rackauckas,1.0,M1193,22ACSE3027504,0,0,0,0,0,0,0,0,0,0,0,0
Antonio_Banderas,5.0,M1194,22ACSE2413354,0,0,0,0,0,0,0,0,0,0,0,0
Antonio_Catania,1.0,M1195,22ACSE1672214,0,0,0,0,0,0,0,0,0,0,0,0
Aretha_Franklin,1.0,M1196,22ACSE9951373,0,0,0,0,0,0,0,0,0,0,0,0
Armando_Carrillo,1.0,M1197,22ACSE9171059,0,0,0,0,0,0,0,0,0,0,0,0
Art_Lopez,1.0,M1198,22ACSE4914600,0,0,0,0,0,0,0,0,0,0,0,0
Arthur_Johnson,1.0,M1199,22ACSE4345907,0,0,0,0,0,0,0,0,0,0,0,0
Arye_Mekel,2.0,M1200,22ACSE7059358,0,0,0,0,0,0,0,0,0,0,0,0
Ashlea_Talbot,1.0,M1201,22ACSE4582334,0,0,0,0,0,0,0,0,0,0,0,0
Azra_Akin,4.0,M1202,22ACSE6806453,0,0,0,0,0,0,0,0,0,0,0,0
Babe_Ruth,1.0,M1203,22ACSE8827309,0,0,0,0,0,0,0,0,0,0,0,0
Barry_Bonds,1.0,M1204,22ACSE8381544,0,0,0,0,0,0,0,0,0,0,0,0
Barry_Switzer,1.0,M1205,22ACSE3385751,0,0,0,0,0,0,0,0,0,0,0,0
Beecher_Ray_Kirby,1.0,M1206,22ACSE1171627,0,0,0,0,0,0,0,0,0,0,0,0
Benedita_da_Silva,1.0,M1207,22ACSE7142576,0,0,0,0,0,0,0,0,0,0,0,0
Benjamin_McKenzie,1.0,M1208,22ACSE7733404,0,0,0,0,0,0,0,0,0,0,0,0
Bernard_Giraudeau,1.0,M1209,22ACSE5215638,0,0,0,0,0,0,0,0,0,0,0,0
Bernard_Landry,4.0,M1210,22ACSE4073946,0,0,0,0,0,0,0,0,0,0,0,0
Biljana_Plavsic,3.0,M1211,22ACSE1488670,0,0,0,0,0,0,0,0,0,0,0,0
Bill_Cartwright,1.0,M1212,22ACSE2279268,0,0,0,0,0,0,0,0,0,0,0,0
Bill_Hughes,1.0,M1213,22ACSE4399031,0,0,0,0,0,0,0,0,0,0,0,0
Bill_Lerach,1.0,M1214,22ACSE1311457,0,0,0,0,0,0,0,0,0,0,0,0
Bill_Mauldin,1.0,M1215,22ACSE8587610,0,0,0,0,0,0,0,0,0,0,0,0
Bob_Hope,8.0,M1216,22ACSE5785447,0,0,0,0,0,0,0,0,0,0,0,0
